,t,x,y,z,nx,ny,nz,ix,iy,iz,bx,by,bz,rx,ry,rz,m,rho
0,0.10799999999196347,2.102701663256265,-0.49999998676711377,0.018092680115048984,0.0009765620318704045,-0.9999995231631853,-0.0,1.4164122822446488,-0.07232033380977214,-0.16218395698446353,1.7097281759679113,-0.3301798485963142,0.06104046427403404,1.71394926600631,-0.31966364683742066,0.05573829747003333,0.0010000000000000002,1000.2391310317245
1,0.13068999999799014,2.06868340448984,-0.4999985951847095,0.029772396423820444,-0.010741383389584976,-0.9999251449719648,0.0058589363943374155,1.2232970181011982,-0.20737381685148584,-0.06991389381342383,1.1655887920068828,-0.1350613133897823,-0.17883691662794757,1.1691292713973007,-0.1229193150401113,-0.17969075064883094,0.0010000000000000002,1005.0098567346096
2,0.15700000000462153,2.154900664663408,-0.49999854134333055,0.05841849588601976,-0.010741383389582634,-0.9999251449719649,0.005858936394335853,1.7953784509852062,-0.1358367320924979,-0.4520796724465644,2.1320121288508838,-0.2768469106310609,-0.33834260976598574,2.1480702547207446,-0.2674645338148205,-0.34189796820575213,0.0010000000000000002,1000.5968719236788
3,0.15700000000640066,2.1507421088313605,-0.4999991175057452,0.06342134276252454,0.00683566044604285,-0.9999594713055759,-0.00585913752519835,1.7532265947952637,-0.15044999860486227,-0.49106344734986496,2.072022256800844,-0.29931688331383766,-0.41059365822617444,2.0847767983616077,-0.2831561146456327,-0.4146274119247863,0.0010000000000000002,1000.5265608551574
4,0.15800000000200445,2.1477158938825345,-0.49999858089426913,0.068776268658643,-0.010741383389584195,-0.9999251449719648,0.0058589363943374155,1.7166668377082124,-0.1624906961884552,-0.531489475212837,2.0283953462355298,-0.29716872730916055,-0.47000137908464484,2.0404022093574152,-0.27085409378968506,-0.46954888249502125,0.0010000000000000002,1000.567548313254
5,0.15900000000225847,2.145650880084284,-0.4999991084939569,0.07406112154006035,0.006835660443907993,-0.9999594713055906,-0.005859137525198436,1.6805277393068236,-0.16842992348314864,-0.5689417428406529,1.9891742995002242,-0.2972629108066977,-0.5147801387210464,1.9974510744464862,-0.27286704979034826,-0.5100512739453357,0.0010000000000000002,1000.6723839166034
6,0.16000000000449546,2.097653158161428,-0.49999910861286856,0.0637415136964928,0.00683566044604285,-0.9999594713055759,-0.00585913752519835,1.2793782265316789,-0.28518443747838046,-0.2702318445663707,1.54703881651213,-0.15170279877419077,-0.31029647386752274,1.5574966745406358,-0.13204475439654295,-0.3152403656140748,0.0010000000000000002,1001.8013171889061
7,0.16000000000738787,2.094037343167467,-0.5000000170046435,0.06969773212442575,0.0009765620340054455,-0.9999995231631832,-0.0,1.2344860201536345,-0.30652792093299713,-0.32661308501430425,1.511634562573791,-0.12943248955994383,-0.3277830028810567,1.5244289285085686,-0.1081698453663237,-0.3305596778684358,0.0010000000000000002,1001.7472035815728
8,0.1600000000048239,2.143022553592052,-0.49999909745520316,0.08005244689541438,0.006835660443907993,-0.9999594713055906,-0.005859137525198436,1.6407864727763217,-0.17201853722953447,-0.6036163154354701,1.9623225362551677,-0.3109825505797727,-0.5509382099896899,1.9684679372673468,-0.29229623432452917,-0.5444301286617738,0.0010000000000000002,1000.7363382519786
9,0.16100000000612474,2.0921513065614974,-0.4999991332051959,0.07484045710441338,0.006835660443907993,-0.9999594713055906,-0.005859137525198436,1.2044520452101348,-0.2999542392778107,-0.3760804828580735,1.4808817903478828,-0.11315277845672403,-0.3696632458342047,1.4936606263984396,-0.09062615310423397,-0.37019549267772145,0.0010000000000000002,1001.584298237312
